,area_type,location,total_sqft,bath,balcony,price,BHK
5518,Super built-up  Area,Sarjapur,1525.0,2.0,2.0,48.0,3
5519,Super built-up  Area,Sarjapur,925.0,2.0,1.0,25.0,2
5520,Super built-up  Area,Sarjapur,1000.0,2.0,2.0,30.0,2
5521,Super built-up  Area,Sarjapur,1157.0,2.0,1.0,40.0,2
5522,Super built-up  Area,Sarjapur,2020.0,3.0,3.0,85.0,3
5523,Super built-up  Area,Sarjapur,1240.0,2.0,1.0,44.3,2
5524,Super built-up  Area,Sarjapur,625.0,1.0,1.0,19.0,1
5525,Super built-up  Area,Sarjapur,940.0,2.0,1.0,25.38,2
5526,Super built-up  Area,Sarjapur,913.0,2.0,1.0,36.0,2
5527,Super built-up  Area,Sarjapur,1404.0,2.0,0.0,53.35,3
5528,Super built-up  Area,Sarjapur,1364.0,2.0,2.0,56.0,3
5529,Super built-up  Area,Sarjapur,1124.0,2.0,1.0,30.35,2
5530,Super built-up  Area,Sarjapur,1044.0,2.0,2.0,32.0,2
5531,Super built-up  Area,Sarjapur,650.0,1.0,2.0,19.87,1
5532,Super built-up  Area,Sarjapur,1175.0,2.0,2.0,42.0,2
5533,Super built-up  Area,Sarjapur,1240.0,2.0,2.0,43.1,2
5534,Super built-up  Area,Sarjapur,1170.0,2.0,2.0,35.41,3
5535,Super built-up  Area,Sarjapur,1032.0,2.0,1.0,42.0,2
5536,Super built-up  Area,Sarjapur,2302.5,2.0,2.0,80.59,4
5537,Super built-up  Area,Sarjapur,535.0,1.0,1.0,20.0,2
5538,Super built-up  Area,Sarjapur,1044.0,2.0,2.0,34.0,2
5539,Super built-up  Area,Sarjapur,1200.0,2.0,2.0,62.0,2
5540,Super built-up  Area,Sarjapur,900.0,2.0,2.0,27.98,2
5541,Super built-up  Area,Sarjapur,1205.0,2.0,2.0,29.0,2
5542,Super built-up  Area,Sarjapur,850.0,2.0,2.0,32.0,2
5543,Super built-up  Area,Sarjapur,1175.0,2.0,1.0,41.68,2
5544,Super built-up  Area,Sarjapur,920.0,2.0,2.0,33.0,2
5545,Super built-up  Area,Sarjapur,1445.0,3.0,1.0,50.0,3
5546,Super built-up  Area,Sarjapur,1150.0,2.0,1.0,41.0,2
5547,Super built-up  Area,Sarjapur,1200.0,2.0,1.0,42.6,2
5548,Super built-up  Area,Sarjapur,1333.0,3.0,1.0,50.0,3
5549,Super built-up  Area,Sarjapur,1044.0,2.0,2.0,36.0,2
5550,Super built-up  Area,Sarjapur,633.0,1.0,1.0,17.09,1
5551,Super built-up  Area,Sarjapur,1525.0,2.0,2.0,68.0,3
5552,Super built-up  Area,Sarjapur,1095.0,2.0,1.0,45.0,2
5553,Built-up  Area,Sarjapur  Road,2497.0,3.0,2.0,140.0,3
5554,Built-up  Area,Sarjapur  Road,2238.0,3.0,1.0,140.0,3
5555,Built-up  Area,Sarjapur  Road,710.0,1.0,1.0,27.0,1
5556,Built-up  Area,Sarjapur  Road,1495.0,2.0,0.0,64.0,3
5557,Built-up  Area,Sarjapur  Road,1000.0,2.0,2.0,40.0,2
5558,Built-up  Area,Sarjapur  Road,1300.0,2.0,2.0,70.0,3
5559,Built-up  Area,Sarjapur  Road,1300.0,3.0,2.0,60.0,3
5560,Built-up  Area,Sarjapur  Road,1470.0,3.0,0.0,62.0,3
5561,Built-up  Area,Sarjapur  Road,3416.5,6.0,0.0,143.0,4
5562,Built-up  Area,Sarjapur  Road,1965.0,3.0,3.0,120.0,3
5563,Built-up  Area,Sarjapur  Road,915.0,2.0,2.0,37.0,2
5564,Built-up  Area,Sarjapur  Road,1043.0,2.0,1.0,39.5,2
5565,Built-up  Area,Sarjapur  Road,1750.0,3.0,3.0,99.0,3
5566,Built-up  Area,Sarjapur  Road,3200.0,5.0,3.0,140.0,5
5567,Built-up  Area,Sarjapur  Road,1939.0,3.0,0.0,98.0,3
5568,Built-up  Area,Sarjapur  Road,2556.0,3.0,2.0,169.0,3
5569,Built-up  Area,Sarjapur  Road,1374.0,3.0,2.0,51.0,3
5570,Built-up  Area,Sarjapur  Road,1120.0,2.0,2.0,50.0,2
5571,Built-up  Area,Sarjapur  Road,1530.0,2.0,2.0,60.0,3
5572,Built-up  Area,Sarjapur  Road,2600.0,4.0,2.0,98.0,4
5573,Built-up  Area,Sarjapur  Road,920.0,2.0,1.0,40.0,2
5574,Built-up  Area,Sarjapur  Road,3044.0,3.0,2.0,183.0,3
5575,Built-up  Area,Sarjapur  Road,3004.0,4.0,2.0,158.0,3
5576,Built-up  Area,Sarjapur  Road,1342.0,2.0,2.0,70.0,2
5577,Built-up  Area,Sarjapur  Road,3385.5,6.0,0.0,142.0,4
5578,Built-up  Area,Sarjapur  Road,1150.0,2.0,0.0,44.0,2
5579,Built-up  Area,Sarjapur  Road,1400.0,3.0,2.0,55.0,3
5580,Built-up  Area,Sarjapur  Road,1060.0,2.0,1.0,50.0,2
5581,Built-up  Area,Sarjapur  Road,1830.0,3.0,1.0,119.0,3
5582,Built-up  Area,Sarjapur  Road,1450.0,2.0,1.0,75.0,3
5583,Built-up  Area,Sarjapur  Road,3913.0,5.0,0.0,176.0,4
5584,Built-up  Area,Sarjapur  Road,1130.0,2.0,2.0,55.0,2
5585,Built-up  Area,Sarjapur  Road,1045.0,2.0,2.0,42.15,2
5586,Built-up  Area,Sarjapur  Road,3418.0,2.0,2.0,222.0,4
5587,Built-up  Area,Sarjapur  Road,675.0,1.0,1.0,27.0,1
5588,Built-up  Area,Sarjapur  Road,3420.0,4.0,2.0,225.0,4
5589,Built-up  Area,Sarjapur  Road,1314.0,2.0,2.0,70.44,3
5590,Built-up  Area,Sarjapur  Road,1216.0,2.0,2.0,70.0,2
5591,Built-up  Area,Sarjapur  Road,1000.0,2.0,2.0,40.0,2
5592,Built-up  Area,Sarjapur  Road,1367.0,2.0,0.0,80.0,2
5593,Built-up  Area,Sarjapur  Road,1565.0,3.0,2.0,78.0,3
5594,Built-up  Area,Sarjapur  Road,1380.0,2.0,2.0,55.0,3
5595,Plot  Area,Sarjapur  Road,2230.0,4.0,3.0,225.0,4
5596,Plot  Area,Sarjapur  Road,1200.0,3.0,1.0,95.0,3
5597,Plot  Area,Sarjapur  Road,3750.0,6.0,3.0,290.0,4
5598,Plot  Area,Sarjapur  Road,5400.0,4.0,3.0,725.0,4
5599,Plot  Area,Sarjapur  Road,2600.0,3.0,2.0,200.0,3
5600,Plot  Area,Sarjapur  Road,2900.0,3.0,2.0,285.0,3
5601,Plot  Area,Sarjapur  Road,1750.0,3.0,2.0,215.0,4
5602,Plot  Area,Sarjapur  Road,1200.0,4.0,1.0,95.0,5
5603,Plot  Area,Sarjapur  Road,1480.0,4.0,1.0,169.0,5
5604,Plot  Area,Sarjapur  Road,5400.0,3.0,2.0,700.0,3
5605,Plot  Area,Sarjapur  Road,5400.0,4.0,2.0,750.0,4
5606,Plot  Area,Sarjapur  Road,3200.0,4.0,1.0,350.0,4
5607,Plot  Area,Sarjapur  Road,3009.0,3.0,1.0,331.0,3
5608,Plot  Area,Sarjapur  Road,2880.0,3.0,2.0,211.0,4
5609,Plot  Area,Sarjapur  Road,10000.0,4.0,2.0,975.0,5
5610,Plot  Area,Sarjapur  Road,1240.0,4.0,0.0,110.0,4
5611,Plot  Area,Sarjapur  Road,1600.0,3.0,1.0,120.0,3
5612,Plot  Area,Sarjapur  Road,1750.0,3.0,1.0,185.0,4
5613,Plot  Area,Sarjapur  Road,1250.0,4.0,2.0,135.0,4
5614,Plot  Area,Sarjapur  Road,3500.0,3.0,2.0,275.0,3
5615,Super built-up  Area,Sarjapur  Road,1787.0,3.0,2.0,98.29,3
5616,Super built-up  Area,Sarjapur  Road,1787.0,3.0,2.0,125.0,3
5617,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,44.28,2
5618,Super built-up  Area,Sarjapur  Road,1035.0,2.0,2.0,49.2,2
5619,Super built-up  Area,Sarjapur  Road,1863.0,3.0,2.0,104.0,4
5620,Super built-up  Area,Sarjapur  Road,1000.0,2.0,1.0,67.0,2
5621,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
5622,Super built-up  Area,Sarjapur  Road,1195.0,2.0,1.0,70.0,2
5623,Super built-up  Area,Sarjapur  Road,1550.0,3.0,3.0,100.0,3
5624,Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,125.0,3
5625,Super built-up  Area,Sarjapur  Road,1210.0,2.0,2.0,58.0,2
5626,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,113.0,3
5627,Super built-up  Area,Sarjapur  Road,1278.0,2.0,2.0,95.0,2
5628,Super built-up  Area,Sarjapur  Road,1800.0,3.0,2.0,110.0,3
5629,Super built-up  Area,Sarjapur  Road,1115.0,2.0,2.0,50.0,2
5630,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,61.92,2
5631,Super built-up  Area,Sarjapur  Road,1984.0,4.0,1.0,146.0,3
5632,Super built-up  Area,Sarjapur  Road,1035.0,2.0,1.0,45.0,2
5633,Super built-up  Area,Sarjapur  Road,1128.0,2.0,2.0,59.0,2
5634,Super built-up  Area,Sarjapur  Road,1700.0,3.0,3.0,110.0,3
5635,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3
5636,Super built-up  Area,Sarjapur  Road,1282.0,2.0,2.0,72.0,2
5637,Super built-up  Area,Sarjapur  Road,4111.0,4.0,1.0,310.0,4
5638,Super built-up  Area,Sarjapur  Road,3430.0,6.0,0.0,228.5,4
5639,Super built-up  Area,Sarjapur  Road,1300.0,2.0,2.0,60.0,2
5640,Super built-up  Area,Sarjapur  Road,1050.0,2.0,1.0,62.0,2
5641,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
5642,Super built-up  Area,Sarjapur  Road,1846.0,3.0,2.0,140.0,3
5643,Super built-up  Area,Sarjapur  Road,1929.0,4.0,1.0,103.0,3
5644,Super built-up  Area,Sarjapur  Road,1155.0,2.0,1.0,58.0,2
5645,Super built-up  Area,Sarjapur  Road,1819.0,3.0,2.0,100.0,3
5646,Super built-up  Area,Sarjapur  Road,1845.0,4.0,1.0,110.0,3
5647,Super built-up  Area,Sarjapur  Road,1233.0,2.0,2.0,77.65,2
5648,Super built-up  Area,Sarjapur  Road,4395.0,4.0,2.0,242.0,4
5649,Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,56.0,3
5650,Super built-up  Area,Sarjapur  Road,1428.0,2.0,2.0,66.0,3
5651,Super built-up  Area,Sarjapur  Road,1680.0,3.0,1.0,112.0,3
5652,Super built-up  Area,Sarjapur  Road,1255.0,2.0,1.0,92.0,2
5653,Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,58.0,3
5654,Super built-up  Area,Sarjapur  Road,1311.0,2.0,1.0,78.0,2
5655,Super built-up  Area,Sarjapur  Road,1220.0,3.0,3.0,56.0,3
5656,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3
5657,Super built-up  Area,Sarjapur  Road,1145.0,2.0,2.0,75.0,2
5658,Super built-up  Area,Sarjapur  Road,1390.0,2.0,2.0,62.0,2
5659,Super built-up  Area,Sarjapur  Road,1725.0,3.0,3.0,90.0,3
5660,Super built-up  Area,Sarjapur  Road,1476.0,2.0,2.0,98.94,3
5661,Super built-up  Area,Sarjapur  Road,1084.0,2.0,3.0,55.0,2
5662,Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,62.0,3
5663,Super built-up  Area,Sarjapur  Road,1750.0,3.0,2.0,110.0,3
5664,Super built-up  Area,Sarjapur  Road,1888.0,4.0,1.0,95.0,3
5665,Super built-up  Area,Sarjapur  Road,5965.0,5.0,2.0,385.0,5
5666,Super built-up  Area,Sarjapur  Road,685.0,1.0,1.0,40.0,1
5667,Super built-up  Area,Sarjapur  Road,1241.0,2.0,1.0,82.0,2
5668,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.91,2
5669,Super built-up  Area,Sarjapur  Road,1400.0,2.0,2.0,68.0,2
5670,Super built-up  Area,Sarjapur  Road,3785.0,6.0,2.0,280.0,4
5671,Super built-up  Area,Sarjapur  Road,835.0,1.0,1.0,46.95,1
5672,Super built-up  Area,Sarjapur  Road,1280.0,2.0,1.0,76.0,2
5673,Super built-up  Area,Sarjapur  Road,1145.0,2.0,2.0,49.5,2
5674,Super built-up  Area,Sarjapur  Road,1263.0,2.0,1.0,78.0,2
5675,Super built-up  Area,Sarjapur  Road,1691.0,3.0,1.0,98.0,3
5676,Super built-up  Area,Sarjapur  Road,1308.0,2.0,1.0,83.0,2
5677,Super built-up  Area,Sarjapur  Road,1592.0,3.0,1.0,91.0,3
5678,Super built-up  Area,Sarjapur  Road,1016.0,2.0,1.0,45.0,2
5679,Super built-up  Area,Sarjapur  Road,1150.0,2.0,2.0,77.0,2
5680,Super built-up  Area,Sarjapur  Road,985.0,2.0,1.0,49.0,2
5681,Super built-up  Area,Sarjapur  Road,1418.0,2.0,2.0,78.0,2
5682,Super built-up  Area,Sarjapur  Road,1586.0,3.0,3.0,70.0,3
5683,Super built-up  Area,Sarjapur  Road,1260.0,2.0,2.0,53.0,2
5684,Super built-up  Area,Sarjapur  Road,1115.0,2.0,1.0,60.0,2
5685,Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,87.0,3
5686,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,71.32,2
5687,Super built-up  Area,Sarjapur  Road,3905.0,7.0,2.0,290.0,5
5688,Super built-up  Area,Sarjapur  Road,1145.0,2.0,1.0,62.0,2
5689,Super built-up  Area,Sarjapur  Road,1067.0,2.0,1.0,60.0,2
5690,Super built-up  Area,Sarjapur  Road,1700.0,3.0,1.0,95.0,3
5691,Super built-up  Area,Sarjapur  Road,1230.0,2.0,1.0,65.0,2
5692,Super built-up  Area,Sarjapur  Road,3785.0,5.0,2.0,280.0,4
5693,Super built-up  Area,Sarjapur  Road,1278.0,2.0,2.0,90.0,2
5694,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.91,2
5695,Super built-up  Area,Sarjapur  Road,1305.0,2.0,1.0,99.0,2
5696,Super built-up  Area,Sarjapur  Road,1755.0,3.0,2.0,122.0,3
5697,Super built-up  Area,Sarjapur  Road,1700.0,3.0,2.0,93.5,3
5698,Super built-up  Area,Sarjapur  Road,1060.0,2.0,1.0,55.0,2
5699,Super built-up  Area,Sarjapur  Road,1455.0,2.0,1.0,98.0,3
5700,Super built-up  Area,Sarjapur  Road,1826.0,3.0,2.0,130.0,3
5701,Super built-up  Area,Sarjapur  Road,1115.0,2.0,2.0,50.0,2
5702,Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,58.0,3
5703,Super built-up  Area,Sarjapur  Road,1660.0,2.0,2.0,116.0,3
5704,Super built-up  Area,Sarjapur  Road,1700.0,3.0,3.0,108.0,3
5705,Super built-up  Area,Sarjapur  Road,1539.0,3.0,2.0,85.0,3
5706,Super built-up  Area,Sarjapur  Road,1489.0,2.0,3.0,82.0,3
5707,Super built-up  Area,Sarjapur  Road,1550.0,2.0,2.0,69.75,3
5708,Super built-up  Area,Sarjapur  Road,1200.0,2.0,2.0,75.0,2
5709,Super built-up  Area,Sarjapur  Road,1115.0,2.0,2.0,50.0,2
5710,Super built-up  Area,Sarjapur  Road,1308.0,2.0,1.0,58.86,2
5711,Super built-up  Area,Sarjapur  Road,1163.0,2.0,2.0,62.0,3
5712,Super built-up  Area,Sarjapur  Road,1115.0,2.0,2.0,50.0,2
5713,Super built-up  Area,Sarjapur  Road,1229.0,2.0,2.0,70.0,2
5714,Super built-up  Area,Sarjapur  Road,1711.0,3.0,1.0,110.0,3
5715,Super built-up  Area,Sarjapur  Road,1484.0,2.0,2.0,65.0,3
5716,Super built-up  Area,Sarjapur  Road,1115.0,2.0,1.0,50.0,2
5717,Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,57.0,3
5718,Super built-up  Area,Sarjapur  Road,1050.0,2.0,1.0,63.5,2
5719,Super built-up  Area,Sarjapur  Road,1350.0,2.0,2.0,102.0,2
5720,Super built-up  Area,Sarjapur  Road,1035.0,2.0,2.0,49.0,2
5721,Super built-up  Area,Sarjapur  Road,1457.0,3.0,3.0,85.0,3
5722,Super built-up  Area,Sarjapur  Road,1350.0,2.0,2.0,68.0,2
5723,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,53.99,3
5724,Super built-up  Area,Sarjapur  Road,1700.0,3.0,1.0,79.9,3
5725,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,55.0,2
5726,Super built-up  Area,Sarjapur  Road,1864.0,3.0,2.0,105.0,4
5727,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,57.84,3
5728,Super built-up  Area,Sarjapur  Road,1320.0,2.0,1.0,100.0,2
5729,Super built-up  Area,Sarjapur  Road,1984.0,4.0,1.0,145.0,3
5730,Super built-up  Area,Sarjapur  Road,1773.5,2.0,2.0,85.125,3
5731,Super built-up  Area,Sarjapur  Road,1800.0,3.0,1.0,90.0,4
5732,Super built-up  Area,Sarjapur  Road,7800.0,6.0,2.0,385.0,5
5733,Super built-up  Area,Sarjapur  Road,1550.0,2.0,1.0,89.0,3
5734,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,113.0,3
5735,Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,56.0,3
5736,Super built-up  Area,Sarjapur  Road,1435.0,3.0,2.0,90.0,3
5737,Super built-up  Area,Sarjapur  Road,1194.0,2.0,1.0,51.0,2
5738,Super built-up  Area,Sarjapur  Road,1262.0,2.0,2.0,67.0,2
5739,Super built-up  Area,Sarjapur  Road,1693.0,3.0,2.0,125.0,3
5740,Super built-up  Area,Sarjapur  Road,1826.0,3.0,2.0,125.0,3
5741,Super built-up  Area,Sarjapur  Road,1660.0,3.0,2.0,116.0,3
5742,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.91,2
5743,Super built-up  Area,Sarjapur  Road,1929.0,4.0,1.0,101.0,3
5744,Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,65.0,3
5745,Super built-up  Area,Sarjapur  Road,1059.0,2.0,2.0,68.0,2
5746,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,74.0,3
5747,Super built-up  Area,Sarjapur  Road,1700.0,3.0,1.0,118.0,3
5748,Super built-up  Area,Sarjapur  Road,1691.0,3.0,3.0,120.0,3
5749,Super built-up  Area,Sarjapur  Road,1929.0,3.0,1.0,103.0,3
5750,Super built-up  Area,Sarjapur  Road,1308.0,2.0,1.0,75.0,2
5751,Super built-up  Area,Sarjapur  Road,1797.0,4.0,1.0,95.0,3
5752,Super built-up  Area,Sarjapur  Road,1763.25,3.0,3.0,98.0,3
5753,Super built-up  Area,Sarjapur  Road,1826.0,3.0,2.0,130.0,3
5754,Super built-up  Area,Sarjapur  Road,1550.0,2.0,2.0,98.0,3
5755,Super built-up  Area,Sarjapur  Road,1145.0,2.0,2.0,49.5,2
5756,Super built-up  Area,Sarjapur  Road,1819.0,3.0,2.0,100.0,3
5757,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,59.0,2
5758,Super built-up  Area,Sarjapur  Road,1489.0,3.0,2.0,88.0,3
5759,Super built-up  Area,Sarjapur  Road,702.0,1.0,1.0,52.0,1
5760,Super built-up  Area,Sarjapur  Road,1242.0,2.0,1.0,75.0,2
5761,Super built-up  Area,Sarjapur  Road,2100.0,3.0,1.0,135.0,3
5762,Super built-up  Area,Sarjapur  Road,1700.0,3.0,2.0,93.5,3
5763,Super built-up  Area,Sarjapur  Road,1862.0,4.0,1.0,110.0,3
5764,Super built-up  Area,Sarjapur  Road,1787.0,3.0,2.0,116.0,3
5765,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,93.01,3
5766,Super built-up  Area,Sarjapur  Road,1028.0,2.0,1.0,56.0,2
5767,Super built-up  Area,Sarjapur  Road,4395.0,4.0,2.0,242.0,4
5768,Super built-up  Area,Sarjapur  Road,1181.0,2.0,1.0,65.0,3
5769,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,100.0,3
5770,Super built-up  Area,Sarjapur  Road,1026.0,2.0,1.0,60.55,2
5771,Super built-up  Area,Sarjapur  Road,1350.0,2.0,1.0,85.0,2
5772,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,72.0,3
5773,Super built-up  Area,Sarjapur  Road,1019.0,2.0,1.0,62.0,2
5774,Super built-up  Area,Sarjapur  Road,3418.0,3.0,2.0,235.0,4
5775,Super built-up  Area,Sarjapur  Road,691.0,1.0,1.0,31.1,1
5776,Super built-up  Area,Sarjapur  Road,994.0,2.0,2.0,45.0,2
5777,Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,65.0,3
5778,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,67.38,2
5779,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.91,2
5780,Super built-up  Area,Sarjapur  Road,1773.5,2.0,2.0,102.92,3
5781,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
5782,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
5783,Super built-up  Area,Sarjapur  Road,1335.0,2.0,1.0,95.0,2
5784,Super built-up  Area,Sarjapur  Road,1222.0,2.0,1.0,68.0,3
5785,Super built-up  Area,Sarjapur  Road,1510.0,2.0,1.0,110.0,3
5786,Super built-up  Area,Sarjapur  Road,1242.0,2.0,1.0,78.0,2
5787,Super built-up  Area,Sarjapur  Road,1665.0,3.0,2.0,74.93,3
5788,Super built-up  Area,Sarjapur  Road,1129.0,2.0,1.0,69.0,2
5789,Super built-up  Area,Sarjapur  Road,1850.0,3.0,2.0,140.0,3
5790,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3
5791,Super built-up  Area,Sarjapur  Road,2425.0,5.0,1.0,175.0,4
5792,Super built-up  Area,Sarjapur  Road,1323.0,2.0,2.0,74.0,2
5793,Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,130.0,3
5794,Super built-up  Area,Sarjapur  Road,702.0,1.0,0.0,35.8,1
5795,Super built-up  Area,Sarjapur  Road,1115.0,2.0,1.0,50.0,2
5796,Super built-up  Area,Sarjapur  Road,1800.0,3.0,2.0,128.0,3
5797,Super built-up  Area,Sarjapur  Road,1270.0,2.0,1.0,54.0,3
5798,Super built-up  Area,Sarjapur  Road,1026.0,2.0,2.0,60.8,2
5799,Super built-up  Area,Sarjapur  Road,1025.0,2.0,2.0,45.5,2
5800,Super built-up  Area,Sarjapur  Road,1112.0,2.0,1.0,62.0,2
5801,Super built-up  Area,Sarjapur  Road,1273.0,2.0,2.0,60.0,2
5802,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,69.0,3
5803,Super built-up  Area,Sarjapur  Road,1026.0,2.0,1.0,60.8,2
5804,Super built-up  Area,Sarjapur  Road,1150.0,2.0,1.0,48.5,2
5805,Super built-up  Area,Sarjapur  Road,1370.0,2.0,1.0,70.0,2
5806,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
5807,Super built-up  Area,Sarjapur  Road,475.0,1.0,1.0,26.0,1
5808,Super built-up  Area,Sarjapur  Road,1197.0,2.0,1.0,56.86,2
5809,Super built-up  Area,Sarjapur  Road,3040.0,4.0,2.0,135.0,4
5810,Super built-up  Area,Sarjapur  Road,1660.0,2.0,2.0,116.0,3
5811,Super built-up  Area,Sarjapur  Road,1194.0,2.0,1.0,57.0,2
5812,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.75,2
5813,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,69.61,2
5814,Super built-up  Area,Sarjapur  Road,2089.0,3.0,2.0,148.0,3
5815,Super built-up  Area,Sarjapur  Road,1612.0,3.0,1.0,98.38,3
5816,Super built-up  Area,Sarjapur  Road,1290.0,2.0,2.0,88.0,2
5817,Super built-up  Area,Sarjapur  Road,1371.0,2.0,1.0,86.0,2
5818,Super built-up  Area,Sarjapur  Road,2140.0,3.0,2.0,139.0,3
5819,Super built-up  Area,Sarjapur  Road,1044.0,2.0,2.0,55.0,2
5820,Super built-up  Area,Sarjapur  Road,1600.0,3.0,1.0,85.0,3
5821,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
5822,Super built-up  Area,Sarjapur  Road,1309.0,2.0,3.0,69.5,2
5823,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,100.0,3
5824,Super built-up  Area,Sarjapur  Road,4395.0,4.0,2.0,242.0,4
5825,Super built-up  Area,Sarjapur  Road,1984.0,4.0,1.0,148.0,3
5826,Super built-up  Area,Sarjapur  Road,1035.0,2.0,1.0,47.0,2
5827,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
5828,Super built-up  Area,Sarjapur  Road,1115.0,2.0,2.0,50.0,2
5829,Super built-up  Area,Sarjapur  Road,1112.0,2.0,1.0,58.0,2
5830,Super built-up  Area,Sarjapur  Road,1340.0,2.0,2.0,75.0,2
5831,Super built-up  Area,Sarjapur  Road,1850.0,3.0,2.0,89.0,3
5832,Super built-up  Area,Sarjapur  Road,1132.0,2.0,1.0,70.0,2
5833,Built-up  Area,Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3
5834,Plot  Area,Sarjapura - Attibele Road,1800.0,4.0,2.0,110.0,4
5835,Plot  Area,Sarjapura - Attibele Road,1800.0,3.0,2.0,90.0,3
5836,Super built-up  Area,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3
5837,Super built-up  Area,Sarjapura - Attibele Road,1073.0,2.0,2.0,31.77,2
5838,Super built-up  Area,Sarjapura - Attibele Road,1090.0,2.0,1.0,37.0,2
5839,Super built-up  Area,Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2
5840,Super built-up  Area,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1
5841,Super built-up  Area,Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3
5842,Built-up  Area,Sector 2 HSR Layout,1332.0,2.0,2.0,101.0,2
5843,Built-up  Area,Sector 2 HSR Layout,1095.0,2.0,1.0,85.41,2
5844,Super built-up  Area,Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2
5845,Super built-up  Area,Sector 2 HSR Layout,794.0,1.0,1.0,60.0,1
5846,Super built-up  Area,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2
5847,Super built-up  Area,Sector 2 HSR Layout,1665.0,3.0,2.0,110.0,3
5848,Super built-up  Area,Sector 2 HSR Layout,1512.0,3.0,2.0,80.0,3
5849,Super built-up  Area,Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3
5850,Super built-up  Area,Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2
5851,Built-up  Area,Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3
5852,Plot  Area,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4
5853,Plot  Area,Sector 7 HSR Layout,900.0,4.0,0.0,90.0,5
5854,Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2
5855,Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,3
5856,Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2
5857,Super built-up  Area,Sector 7 HSR Layout,1342.0,2.0,2.0,115.0,2
5858,Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,160.0,3
5859,Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3
5860,Super built-up  Area,Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2
5861,Plot  Area,Seegehalli,800.0,1.0,0.0,50.0,2
